nom_methode_dpe;version_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;annee_construction;surface_thermique_lot;latitude;longitude;tr001_modele_dpe_type_libelle;tr002_type_batiment_description;code_insee_commune_actualise;tv016_departement_code;geo_adresse;geo_score
MÇthode 3CL;3CL-DPE, version 1.3;21/05/2013;245;E;17;C;1978;66;47,6950622;-0,0847381;Vente;Logement;08000;08;Avenue Charles de Gaulle (Pont) La Fläche;0,73
FACTURE;VERSION_2012;29/05/2013;248,38;E;59,08;F;1900;156,41;48,7032308;1,0831799;Vente;Maison Individuelle;23060;23;Chemin du Moulin Brezolles;0,81
3CL - DPE;V2012;10/05/2013;260,12;E;60,87;F;2002;49,75;49,103434;6,713497;Vente;Logement;57606;57;1 Rue de Maillane 57500 Saint-Avold;0,96
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;181;D;24;D;1978;137;;;Vente;Maison Individuelle;47310;47;;0
MÇthode Facture;;22/04/2013;133;C;17;C;1947;207,62;;;Vente;Maison Individuelle;79370;79;;0
3CL - DPE;V2012;26/04/2013;457,66;G;26,54;D;1978;40,56;;;Location;Logement;11024;11;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/04/2013;220;D;12;C;1978;90;;;Vente;Logement;34500;34;;0
3CL - DPE;V2012;26/04/2013;0;N;0;N;1930;79,52;48,185214;-3,018428;Vente;Maison Individuelle;56203;56;Belle Fontaine 56480 Saint-Aignan;0,94
MÇthode 3CL;3CL-DPE, version 1.3;18/04/2013;174;D;7;B;2006;87,97;44,699091;-0,051617;Vente;Maison Individuelle;33430;33;route du bourg Saint LÇger 33540 Sauveterre-de-Guyenne;0,33
MÇthode 3CL;3CL-DPE, version 1.3;09/06/2013;326;E;13;C;2001;64;;;Vente;Maison Individuelle;48600;48;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;322;E;75;F;1948;78,47;46,942976;0,534163;Location;Maison Individuelle;86280;86;10 Rue du Levant 86230 Velläches;0,33
3CL - DPE;V2012;02/05/2013;230,72;D;10,88;B;2005;72,91;48,031708;-0,693451;Vente;Maison Individuelle;53099;53;4 Rue des Fauvettes 53260 ForcÇ;0,94
MÇthode Facture;;25/04/2013;448;F;14;C;1947;35;;;Vente;Maison Individuelle;50120;50;;0
MÇthode Facture;;27/05/2013;103;C;10;B;1947;159,6;;;Location;Maison Individuelle;;46;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;221;D;9;B;2006;46,56;;;Vente;Logement;20135;2A;;0
3CL - DPE;V2012;26/04/2013;0;N;0;N;1900;40,11;43,286268;5,35842;Vente;Logement;13055;13;100 Rue Charras 13007 Marseille;0,97
3CL - DPE;V2012;17/05/2013;231;E;13;C;1985;135;47,181453;3,335714;Vente;Maison Individuelle;58218;58;9 Route de Saint-Bonnot 58700 PrÇmery;0,95
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;385;F;6;B;1948;100;;;Vente;Maison Individuelle;25500;25;;0
3CL - DPE;V2012;05/05/2013;441,36;F;103,28;G;1969;72;48,34322;7,426367;Vente;Maison Individuelle;67051;67;15 Rue des Muhrmatten 67650 Blienschwiller;0,38
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;325;E;76;F;1978;52,3;;;Vente;Logement;36200;36;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;203;D;47;E;1983;83,9;;;Vente;Maison Individuelle;09000;09;;0
MÇthode 3CL;3CL-DPE, version 1.3;15/05/2013;394;F;21;D;1996;47;;;Location;Logement;21000;21;;0
3CL - DPE;V2012;17/05/2013;420,75;F;24,96;D;1982;77;48,315027;3,12074;Vente;Maison Individuelle;89074;89;35 Avenue du 8 Mai 1945 89340 Champigny;0,95
MÇthode Facture;;09/05/2013;345;F;10;B;1947;56,2;;;Location;Logement;45000;45;;0
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;313;E;13;C;1948;83;;;Vente;Maison Individuelle;72600;72;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;101;C;23;D;2006;40;;;Location;Logement;44300;44;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;197;D;46;E;2006;56,21;;;Vente;Logement;38000;38;;0
MÇthode 3CL;3CL-DPE, version 1.3;29/04/2013;460;G;107;G;1975;61,57;;;Vente;Logement;74400;74;;0
FACTURE;VERSION_2012;29/04/2013;0;A;0;A;1900;138;48,96804;3,234083;Vente;Maison Individuelle;77117;77;39 Rue de Saacy 77730 Citry;0,34
3CL - DPE;V2012;30/04/2013;271,78;E;63,6;F;1800;91,5;;;Location;Maison Individuelle;84000;84;;0
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;348;F;21;D;1978;100;;;Vente;Maison Individuelle;85700;85;;0
MÇthode 3CL;3CL-DPE, version 1.3;25/04/2013;274;E;16;C;1948;138;;;Vente;Maison Individuelle;95620;95;;0
FACTURE;VERSION_2012;25/04/2013;0;A;0;A;1957;41,8;48,812197;2,274137;Vente;Logement;92023;92;Rue HÇbert 92140 Clamart;0,97
MÇthode 3CL;3CL-DPE, version 1.3;21/04/2013;200;D;35;D;1978;132;;;Vente;Maison Individuelle;69340;69;;0
3CL - DPE;V2012;10/04/2013;338,55;F;92,76;G;1977;140;;;Vente;Maison Individuelle;06103;06;;0
3CL - DPE;V2012;20/05/2013;166;D;39;E;1974;92;48,025827;5,344027;Vente;Maison Individuelle;52353;52;19 Rue Gambetta 52800 Nogent;0,96
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;301;E;14;C;1948;63;48,681694;0,377212;Vente;Maison Individuelle;61330;61;Lieu Dit Saint Vandrille 61370 Planches;0,45
MÇthode 3CL;3CL-DPE, version 1.3;19/05/2013;404;F;81;G;1948;110;;;Vente;Maison Individuelle;32400;32;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;171;D;42;E;1975;240;47,2783266;5,1047139;Vente;Maison Individuelle;55500;55;Rue GÇnÇral de Gaulle (Pont) Neuilly-läs-Dijon;0,7
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;446;F;19;C;1948;63;47,850192;-3,745803;Vente;Maison Individuelle;29217;29;3 Coteau du Bourgneuf 29930 Pont-Aven;0,42
MÇthode 3CL;3CL-DPE, version 1.3;27/04/2013;161;D;8;B;1989;142;43,234452;-1,096144;Vente;Maison Individuelle;64314;64;Quartier Xaharra 64120 Larceveau-Arros-Cibits;0,42
MÇthode Facture;;28/05/2013;392;F;77;F;1947;58,89;45,7527605;4,8496954;Vente;Logement;70100;70;Place Aristide Briand (Parc) Lyon;0,71
MÇthode Facture;;19/04/2013;395;F;12;C;1;53,69;49,781926;2,865278;Neuf;Maison Individuelle;80230;80;Rue de la Gare 80190 Curchy;0,35
3CL - DPE;V2012;11/04/2013;257,25;E;8,38;B;1900;87;45,934037;-0,725262;Vente;Maison Individuelle;17017;17;63 Chemin des Roseaux 17380 Archingeay;0,95
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;329;E;19;C;1978;120;49,312401;5,783603;Vente;Maison Individuelle;54425;54;23 Rue de la LibertÇ 54490 Piennes;0,47
MÇthode Facture;;28/05/2013;317;E;10;B;1947;95;;;Vente;Maison Individuelle;12400;12;;0
3CL - DPE;V2012;02/05/2013;130,91;C;35,87;D;1947;89,25;;;Vente;Maison Individuelle;43138;43;;0
FACTURE - DPE;V2012;14/05/2013;482,38;G;81,68;G;1948;47;49,310055;3,67988;Vente;Logement;51250;51;2 Rue Hildevert Lefävre 51170 Fismes;0,62
MÇthode 3CL;3CL-DPE, version 1.3;25/05/2013;482;G;29;D;1948;97,34;;;Vente;Maison Individuelle;82100;82;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;181;D;42;E;1978;86,11;;;Location;Maison Individuelle;65360;65;;0
MÇthode 3CL;3CL-DPE, version 1.3;30/05/2013;424;F;5;A;1975;179,35;;;Vente;Maison Individuelle;19410;19;;0
MÇthode Facture;;03/05/2013;311;E;52;E;1947;64,16;;;Location;Logement;93260;93;;0
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;156;D;36;E;1989;84;;;Location;Logement;68000;68;;0
MÇthode Facture;;19/05/2013;175;D;41;E;1;38;;;Location;Logement;90000;90;;0
3CL - DPE;V2012;03/05/2013;0;N;0;N;1947;61,9;47,149191;2,004766;Vente;Maison Individuelle;18140;18;13 L?Orme Gimont 18120 Massay;0,95
3CL - DPE;V2012;06/05/2013;348,8;F;11,36;C;1881;84;48,160661;-2,869018;Vente;Maison Individuelle;22075;22;la bouillenne 22600 HÇmonstoir;0,32
3CL - DPE;V2012;10/05/2013;928,47;G;76,31;F;1974;24;47,330486;0,486766;Vente;Maison Individuelle;37272;37;chÉteau galle 37510 Villandry;0,56
FACTURE;VERSION_2012;30/04/2013;90,11;B;76,28;F;1900;37,16;50,636875;3,047358;Vente;Maison Individuelle;59350;59;1 Impasse Scalbert 59800 Lille;0,97
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;426;F;24;D;1980;55,35;48,001128;1,237357;Location;Logement;28150;28;57 Rue de ChÉteaudun 28220 Cloyes-les-Trois-Riviäres;0,53
3CL - DPE;V2012;17/05/2013;431,67;F;112,32;G;1969;120;;;Vente;Maison Individuelle;81015;81;;0
3CL - DPE;V2012;18/04/2013;169,74;D;8,66;B;1980;137,8;42,748261;2,806687;Vente;Maison Individuelle;66014;66;18 Rue des Mimosas 66390 Baixas;0,95
FACTURE - DPE;V2012;24/04/2013;135,32;C;5,64;A;2006;109;;;Neuf;Maison Individuelle;16138;16;;0
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;312;E;15;C;1978;35,73;;;Vente;Maison Individuelle;30000;30;;0
FACTURE - DPE;V2012;16/05/2013;208,16;D;34,05;D;1974;57;46,557015;3,349057;Vente;Maison Individuelle;03321;03;10 Rue Jean MacÇ 03400 Yzeure;0,96
MÇthode Facture;;06/06/2013;129;C;30;D;1947;143;;;Vente;Maison Individuelle;15000;15;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;440;F;103;G;1978;80;;;Vente;Maison Individuelle;10110;10;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/04/2013;215;D;10;B;2006;105;;;Vente;Maison Individuelle;91610;91;;0
3CL - DPE;V2012;13/05/2013;373,43;F;18,57;C;1974;26,4;45,185912;0,703967;Location;Logement;24322;24;30 Rue Henri Murger 24000 PÇrigueux;0,96
3CL - DPE;V2012;15/05/2013;281,49;E;44,94;E;1983;95,96;45,764825;5,930725;Vente;Maison Individuelle;73043;73;104 Impasse des courlis 73410 La Biolle;0,95
MÇthode 3CL;3CL-DPE, version 1.3;28/04/2013;283;E;66;F;1948;52,25;48,0428672;-2,9605082;Vente;Logement;78000;78;Rue Colbert (Pont) Pontivy;0,72
FACTURE - DPE;V2012;02/05/2013;262,32;E;7,09;B;1948;163;49,817755;1,264474;Vente;Maison Individuelle;76652;76;226 Rue de l'Eglise 76510 Saint-Vaast-d'êquiqueville;0,81
3CL - DPE;V2012;02/05/2013;197;D;10;B;2011;103;49,089278;1,470595;Vente;Maison Individuelle;27681;27;68 Avenue Montgomery 27200 Vernon;0,97
MÇthode Facture;;07/05/2013;0;N;0;N;1947;40;;;Vente;Maison Individuelle;71430;71;;0
MÇthode Facture;;12/05/2013;316;E;7;B;1947;109;50,039608;3,677792;Vente;Maison Individuelle;02700;02;9 Rue du Poncelet 02450 Fesmy-le-Sart;0,37
FACTURE;VERSION_2012;03/05/2013;247,79;E;74,33;F;1947;114;45,940664;1,437333;Vente;Maison Individuelle;87002;87;Le Mont 87240 Ambazac;0,37
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;206;D;48;E;1948;90,83;;;Vente;Maison Individuelle;26240;26;;0
MÇthode Facture;;02/05/2013;175;D;48;E;1947;60,15;;;Vente;Logement;60000;60;;0
3CL - DPE;V2012;10/05/2013;273,7;E;82,11;G;1970;42;48,795723;2,326762;Vente;Logement;94016;94;52 Rue Marcel Bonnet 94230 Cachan;0,97
MÇthode 3CL;3CL-DPE, version 1.3;30/05/2013;424;F;5;A;1975;179,35;;;Vente;Maison Individuelle;19410;19;;0
MÇthode 3CL;3CL-DPE, version 1.3;20/04/2013;167;D;24;D;1948;150;42,478563;2,67401;Vente;Maison Individuelle;66110;66;15 Avenue Beausoleil 66110 AmÇlie-les-Bains-Palalda;0,96
MÇthode Facture;;10/05/2013;220;D;51;E;1947;34;48,90512;2,4738398;Location;Logement;10300;10;Avenue du GÇnÇral Gallieni (Pont) Bondy;0,74
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;144;C;33;D;1978;91;;;Vente;Logement;65000;65;;0
3CL - DPE;V2012;15/04/2013;301,06;E;90,32;G;1950;83,11;44,9577102;5,0711545;Vente;Maison Individuelle;6088;06;Chemin de la Passerelle Charpey;0,81
3CL - DPE;V2012;06/05/2013;0;N;0;N;1947;103,8;;;Vente;Maison Individuelle;43056;43;;0
MÇthode Facture;;29/04/2013;250;E;8;B;1947;49;43,132929;-0,198919;Location;Logement;64400;64;Rue Ribere 64800 Montaut;0,36
3CL - DPE;V2012;07/05/2013;267,92;E;15,4;C;2000;135;48,0261;-4,402516;Vente;Maison Individuelle;29143;29;Route de Kerhuella 29790 Mahalon;0,47
TROIS_CL_DPE;VERSION_2012;03/05/2013;188,05;D;44;E;1962;41;50,442862;3,026398;Location;Maison Individuelle;62321;62;1 Rue Voltaire 62141 êvin-Malmaison;0,95
MÇthode Facture;;26/04/2013;0;N;0;N;1947;65;;;Location;Maison Individuelle;35490;35;;0
FACTURE - DPE;V2012;14/05/2013;301,84;E;70,63;F;1948;51;49,310055;3,67988;Vente;Logement;51250;51;2 Rue Hildevert Lefävre 51170 Fismes;0,62
3CL - DPE;V2012;22/04/2013;213,34;D;10,82;B;2005;99;49,155724;2,328814;Vente;Maison Individuelle;95116;95;23 Rue des Chanceliers de MaupÇou 95820 Bruyäres-sur-Oise;0,84
MÇthode Facture;;29/04/2013;299;E;9;B;1947;74,15;46,403217;6,61679;Location;Logement;74200;74;Rue du lac 74500 Neuvecelle;0,32
MÇthode 3CL;3CL-DPE, version 1.3;06/05/2013;287;E;16;C;1978;96,35;43,3139135;3,5354335;Vente;Maison Individuelle;30730;30;Chemin du Rieu Marseillan;0,74
TROIS_CL_DPE;VERSION_2012;02/05/2013;482,76;G;29,46;D;1965;88,4;;;Vente;Maison Individuelle;17053;17;;0
FACTURE - DPE;V2012;13/05/2013;176,33;D;7,78;B;2006;86,78;47,245757;0,706782;Neuf;Maison Individuelle;37250;37;Place de Genevray 37250 Sorigny;0,65
MÇthode Facture;;06/05/2013;0;N;0;N;1947;50;48,790502;7,836021;Vente;Maison Individuelle;67230;67;3 Rue de Schirrhein 67240 Kaltenhouse;0,32
FACTURE - DPE;V2012;25/04/2013;77,4;B;18,11;C;1948;181,77;48,850017;2,26698;Location;Maison Individuelle;75116;75;123 Avenue Mozart 75016 Paris;0,98
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;546;G;32;D;1978;60;;;Vente;Maison Individuelle;22500;22;;0
FACTURE;VERSION_2012;09/05/2013;306,62;E;5,69;A;1870;115;47,940246;2,903325;Vente;Maison Individuelle;45083;45;Les Boyers 45220 ChÉteau-Renard;0,95
FACTURE - DPE;V2012;03/05/2013;482,93;G;15,72;C;1948;35,42;49,184533;-0,365509;Vente;Logement;14118;14;6 Rue des Croisiers 14000 Caen;0,97
TROIS_CL_DPE;VERSION_2012;12/05/2013;306,54;E;71,73;F;1974;101,05;49,311131;6,193739;Vente;Maison Individuelle;57067;57;Impasse des Roses 57310 Bertrange;0,47
MÇthode 3CL;3CL-DPE, version 1.3;27/04/2013;244;E;14;C;2001;108;47,190273;0,047721;Vente;Maison Individuelle;49140;49;8 Rue de la Socraie 49590 Fontevraud-l'Abbaye;0,42
MÇthode 3CL;3CL-DPE, version 1.3;19/05/2013;199;D;46;E;2006;72,53;;;Location;Logement;90300;90;;0
FACTURE - DPE;V2012;02/05/2013;0;N;0;N;1948;21,42;49,929447;1,081526;Vente;Logement;76217;76;25 Rue Parmentier 76200 Dieppe;0,97
MÇthode Facture;;25/04/2013;413;F;155;G;1947;76;49,127979;-1,409284;Vente;Maison Individuelle;50550;50;25 Rue Marie des Vallees 50490 Saint-Sauveur-Villages;0,38
MÇthode Facture;;09/06/2013;0;N;0;N;1947;65;;;Vente;Maison Individuelle;48600;48;;0
MÇthode Facture;;17/05/2013;241;E;48;E;1947;77,24;;;Vente;Logement;81100;81;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;329;E;19;C;1956;52,64;45,561595;5,288151;Vente;Logement;38230;38;Rue de la Rivoire 38300 MeyriÇ;0,33
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;300;E;17;C;1989;84,62;;;Vente;Maison Individuelle;86130;86;;0
MÇthode 3CL;3CL-DPE, version 1.3;25/05/2013;191;D;12;C;1978;180;;;Vente;Maison Individuelle;82200;82;;0
3CL - DPE;V2012;15/05/2013;181;D;42;E;1948;71;47,259287;5,292109;Vente;Maison Individuelle;21351;21;16 Rue du LycÇe 21110 Longchamp;0,95
MÇthode Facture;;04/05/2013;382;F;12;C;1947;55,7;;;Vente;Logement;84440;84;;0
3CL - DPE;V2012;14/05/2013;257;E;60;F;2004;96,45;47,751799;7,41029;Location;Maison Individuelle;68278;68;8 Rue de la Carriäre 68170 Rixheim;0,48
MÇthode Facture;;23/04/2013;478;G;12;C;1947;124,28;46,189828;-0,676923;Vente;Maison Individuelle;79170;79;7 Rue des Versennes 79210 MauzÇ-sur-le-Mignon;0,38
MÇthode 3CL;3CL-DPE, version 1.3;02/05/2013;297;E;4;A;1978;82;49,339232;1,906943;Vente;Maison Individuelle;60510;60;rue de la bosse 60390 Porcheux;0,33
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;388;F;24;D;1948;253;48,047593;0,367708;Vente;Maison Individuelle;72300;72;29 Route de la Chesnaie 72470 Saint-Mars-la-Briäre;0,4
3CL - DPE;V2012;21/05/2013;98,46;C;23,04;D;2005;103,46;47,095412;5,484752;Location;Maison Individuelle;39198;39;59 Rue du Mont Roland 39100 Dole;0,83
FACTURE;VERSION_2012;29/04/2013;0;A;0;A;1920;60;48,809819;2,605364;Vente;Maison Individuelle;77373;77;75 Avenue du Duc de Dantzig 77340 Pontault-Combault;0,75
MÇthode Facture;;29/04/2013;190;D;44;E;1947;26;;;Location;Logement;;78;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;166;D;38;E;2006;123;46,193318;5,541453;Vente;Maison Individuelle;01170;01;Rue du Four 01460 BÇard-GÇovreissiat;0,41
3CL - DPE;V2012;23/04/2013;226,56;D;13,02;C;1980;179,8;43,316222;2,90793;Vente;Maison Individuelle;11012;11;14 Chemin de Souleyrol 11120 Argeliers;0,37
TROIS_CL_DPE;VERSION_2012;15/05/2013;236,44;E;27,28;D;1966;65;;;Vente;Logement;73029;73;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;229;D;68;F;1948;95,42;;;Vente;Logement;93300;93;;0
MÇthode Facture;;13/05/2013;186;D;43;E;1947;24,97;;;Vente;Logement;25000;25;;0
MÇthode Facture;;07/05/2013;259;E;8;B;1;72,56;;;Neuf;Maison Individuelle;28260;28;;0
3CL - DPE;V2012;25/04/2013;62,73;B;14,68;C;2009;56;43,598392;3,901037;Vente;Logement;34172;34;54 Rue Shirin Ebadi 34000 Montpellier;0,97
MÇthode 3CL;3CL-DPE, version 1.3;25/04/2013;258;E;14;C;1948;57;48,64689;2,447157;Vente;Logement;91600;91;Boulevard Aristide Briand 91450 Soisy-sur-Seine;0,83
3CL - DPE;V2012;26/04/2013;0;N;0;N;1900;40,35;43,286268;5,35842;Vente;Logement;13055;13;100 Rue Charras 13007 Marseille;0,97
3CL - DPE;V2012;18/04/2013;119,89;C;26,89;D;2001;116;44,726971;-1,081279;Vente;Maison Individuelle;33005;33;5 Avenue des Lutins 33510 Andernos-les-Bains;0,96
MÇthode Facture;;03/05/2013;0;N;0;N;1947;51;48,8000429;2,4465225;Location;Logement;40400;40;Avenue du GÇnÇral Leclerc (Pont) CrÇteil;0,73
MÇthode 3CL;3CL-DPE, version 1.3;06/06/2013;269;E;14;C;1983;85;;;Vente;Maison Individuelle;20240;2B;;0
FACTURE;VERSION_2012;02/05/2013;189,45;D;3,85;A;1910;71;49,110758;1,068362;Vente;Maison Individuelle;27055;27;1 Rue de l'Eglise 27110 BÇrengeville-la-Campagne;0,94
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;346;F;21;D;1978;80;45,680518;0,721669;Vente;Maison Individuelle;24100;24;Chemin de l'Albine 24360 Champniers-et-Reilhac;0,31
3CL - DPE;V2012;16/05/2013;0;N;0;N;1947;116,8;47,336617;3,06608;Vente;Maison Individuelle;58281;58;50 Rue Saint Symphorien 58150 Suilly-la-Tour;0,95
MÇthode Facture;;15/05/2013;0;N;0;N;1947;84,9;;;Vente;Maison Individuelle;36800;36;;0
MÇthode Facture;;06/05/2013;223;D;66;F;1947;141,52;48,795502;-0,361965;Vente;Maison Individuelle;61340;61;Les Petits Buats 61210 Putanges-le-Lac;0,45
FACTURE - DPE;V2012;06/05/2013;189,23;D;8,31;B;2006;81,45;46,891687;-1,420383;Neuf;Maison Individuelle;85272;85;Rue du general charette 85260 MontrÇverd;0,95
MÇthode Facture;;21/05/2013;0;N;0;N;1947;84,3;49,869644;4,296655;Vente;Logement;08440;08;5 Rue de la Croisette 08380 Tarzy;0,36
TROIS_CL_DPE;VERSION_2012;22/05/2013;272,09;E;14,08;C;1950;147;;;Location;Maison Individuelle;09013;09;;0
FACTURE;VERSION_2012;25/04/2013;0;A;0;A;1957;34,3;48,812458;2,273184;Vente;Logement;92023;92;18 Rue HÇbert 92140 Clamart;0,45
TROIS_CL_DPE;VERSION_2012;13/05/2013;330,08;E;59,8;F;1960;112;44,602426;4,330599;Vente;Maison Individuelle;07002;07;Chemin du Gay 07200 Ailhon;0,39
3CL - DPE;V2012;14/05/2013;261,9;E;13,42;C;2000;76,5;47,047525;2,98761;Vente;Maison Individuelle;18118;18;16 Rue de la Garenne 18320 Jouet-sur-l'Aubois;0,41
MÇthode 3CL;3CL-DPE, version 1.3;22/04/2013;128;C;29;D;1989;75,46;45,849073;4,496639;Vente;Logement;69008;69;impasse du batailly 69490 Ancy;0,33
MÇthode Facture;;20/05/2013;0;N;0;N;1947;182;;;Vente;Maison Individuelle;32400;32;;0
MÇthode 3CL;3CL-DPE, version 1.3;03/05/2013;237;E;55;E;1948;74,5;;;Vente;Maison Individuelle;44600;44;;0
MÇthode Facture;;11/05/2013;536;G;17;C;1947;23,68;;;Vente;Logement;94300;94;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/04/2013;327;E;18;C;1983;31,5;;;Vente;Logement;31400;31;;0
FACTURE - DPE;V2012;28/05/2013;203,21;D;47,55;E;1948;71,6;47,579584;6,759202;Vente;Maison Individuelle;70285;70;14 Rue Bel Air 70400 HÇricourt;0,96
MÇthode 3CL;3CL-DPE, version 1.3;17/04/2013;65;B;1;A;2006;154;;;Vente;Maison Individuelle;83470;83;;0
MÇthode 3CL;3CL-DPE, version 1.3;30/04/2013;444;F;104;G;1948;69;;;Vente;Logement;59300;59;;0
3CL - DPE;V2012;03/05/2013;114,53;C;26,8;D;1930;172;45,82683;1,279309;Vente;Maison Individuelle;87085;87;11 rue de la FidÇlitÇ 87000 Limoges;0,97
MÇthode Facture;;28/05/2013;0;N;0;N;1947;115;;;Vente;Maison Individuelle;12480;12;;0
MÇthode 3CL;3CL-DPE, version 1.3;10/05/2013;82;B;6;B;1989;156;;;Vente;Maison Individuelle;47310;47;;0
MÇthode 3CL;3CL-DPE, version 1.3;24/05/2013;347;F;19;C;1948;58;;;Location;Maison Individuelle;05190;05;;0
fact;V2012;07/06/2013;207;D;62;F;-1;369,8;;;Vente;Maison Individuelle;15 200;15;;0
3CL - DPE;V2012;30/05/2013;247,8;E;74,34;F;1880;124,69;45,987509;2,090755;Vente;Maison Individuelle;23007;23;Arfeuille 23480 Ars;0,46
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;366;F;109;G;1989;82;;;Vente;Maison Individuelle;71320;71;;0
MÇthode Facture;;24/05/2013;0;N;0;N;1947;111;;;Vente;Maison Individuelle;46340;46;;0
MÇthode 3CL;3CL-DPE, version 1.3;07/05/2013;146;C;34;D;1983;106;;;Location;Logement;55000;55;;0
MÇthode 3CL;3CL-DPE, version 1.3;14/05/2013;464;G;23;D;1978;95;;;Vente;Maison Individuelle;54370;54;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;493;G;18;C;1978;59;;;Vente;Maison Individuelle;88400;88;;0
MÇthode 3CL;3CL-DPE, version 1.3;20/05/2013;460;G;27;D;1991;78;;;Vente;Maison Individuelle;52800;52;;0
MÇthode Facture;;30/04/2013;157;D;47;E;1947;149;45,893948;0,011251;Vente;Maison Individuelle;16005;16;2 Rue des 7 Portes 16140 Aigre;0,95
3CL - DPE;V2012;26/04/2013;337,89;F;56,5;F;1952;121,4;47,881704;-3,017592;Location;Maison Individuelle;56010;56;24 Rue du Marechal Leclerc 56150 Baud;0,85
3CL - DPE;V2012;17/05/2013;201,15;D;12,74;C;2005;155;46,549789;3,264791;Vente;Maison Individuelle;03085;03;31 Rue de la Bruyäre 03000 Coulandon;0,95
MÇthode 3CL;3CL-DPE, version 1.3;22/05/2013;257;E;11;C;2006;46,15;;;Vente;Logement;20135;2A;;0
MÇthode 3CL;3CL-DPE, version 1.3;17/05/2013;126;C;22;D;1989;120;;;Vente;Maison Individuelle;63110;63;;0
MÇthode 3CL;3CL-DPE, version 1.3;08/05/2013;161;D;37;E;1989;51,29;;;Vente;Logement;26110;26;;0
MÇthode Facture;;22/05/2013;165;D;5;A;1947;70;;;Location;Logement;89200;89;;0
MÇthode Facture;;27/05/2013;0;N;0;N;1;81,74;;;Vente;Logement;04100;04;;0
MÇthode Facture;;19/04/2013;236;E;7;B;1;74,5;50,120521;1,57092;Neuf;Maison Individuelle;80700;80;Rue de l?Eglise 80960 Saint-Blimont;0,95
FACTURE;VERSION_2012;03/05/2013;0;A;0;A;1900;88;;;Vente;Maison Individuelle;41083;41;;0
MÇthode 3CL;3CL-DPE, version 1.3;13/05/2013;259;E;14;C;2006;95;;;Vente;Maison Individuelle;42153;42;;0
MÇthode 3CL;3CL-DPE, version 1.3;12/05/2013;316;E;16;C;2006;50,5;;;Vente;Maison Individuelle;02000;02;;0
TROIS_CL_DPE;VERSION_2012;07/05/2013;223,59;D;46,08;E;1948;114;48,316798;-1,052144;Vente;Maison Individuelle;53177;53;3 Rue de la Futaie 53220 La Pellerine;0,58
FACTURE;VERSION_2012;25/04/2013;0;A;0;A;1957;36,6;48,812197;2,274137;Vente;Logement;92023;92;Rue HÇbert 92140 Clamart;0,97
MÇthode 3CL;3CL-DPE, version 1.3;30/04/2013;430;F;112;G;1948;82;45,88129;0,617338;Vente;Maison Individuelle;16259;16;6 ROUTE NATIONALE 16270 Terres-de-Haute-Charente;0,78
3CL - DPE;V2012;22/05/2013;0;N;0;N;1900;93;48,317815;3,086816;Vente;Maison Individuelle;89449;89;3 Rue des Salles 89340 Villeblevin;0,96
MÇthode Facture;;19/04/2013;291;E;9;B;1;72,83;49,8108097;2,8637317;Neuf;Maison Individuelle;80700;80;Chemin de Lihons Hypercourt;0,91
MÇthode Facture;;08/05/2013;194;D;45;E;1947;105;46,31881;4,812291;Vente;Maison Individuelle;71260;71;18 Rue du Päre Aubry 71000 MÉcon;0,41
